DeviceId,IndividualAddress,DeviceName,ProductRefId,ModelFamily,ChannelId,ObjectRefId,GroupAddressId,RawAddress,GroupName,GroupDPT,DefinitionFile,DefinitionTag,DefinitionId,DefinitionName,DefinitionDescription,DefinitionFunction,InstanceAttributes
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-28_R-33,P-07BC-0_GA-623,2052,On/Off 3,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-28_R-33,,,,"{""RefId"": ""O-28_R-33"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-623""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-28_R-33,P-07BC-0_GA-623,2052,On/Off 3,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-28_R-33,,,,"{""RefId"": ""O-28_R-33"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-623""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-28_R-33,P-07BC-0_GA-623,2052,On/Off 3,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-28_R-33,,,,"{""RefId"": ""O-28_R-33"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-623""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-28_R-33,P-07BC-0_GA-623,2052,On/Off 3,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-28_R-33,,,,"{""RefId"": ""O-28_R-33"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-623""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-28_R-33,P-07BC-0_GA-623,2052,On/Off 3,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-28_R-33,,,,"{""RefId"": ""O-28_R-33"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-623""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-29_R-35,P-07BC-0_GA-624,2053,On/Off 3 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-29_R-35,,,,"{""RefId"": ""O-29_R-35"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-624""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-29_R-35,P-07BC-0_GA-624,2053,On/Off 3 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-29_R-35,,,,"{""RefId"": ""O-29_R-35"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-624""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-29_R-35,P-07BC-0_GA-624,2053,On/Off 3 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-29_R-35,,,,"{""RefId"": ""O-29_R-35"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-624""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-29_R-35,P-07BC-0_GA-624,2053,On/Off 3 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-29_R-35,,,,"{""RefId"": ""O-29_R-35"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-624""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-29_R-35,P-07BC-0_GA-624,2053,On/Off 3 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-29_R-35,,,,"{""RefId"": ""O-29_R-35"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-624""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-39_R-46,P-07BC-0_GA-625,2054,On/Off 4,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-39_R-46,,,,"{""RefId"": ""O-39_R-46"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-625""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-39_R-46,P-07BC-0_GA-625,2054,On/Off 4,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-39_R-46,,,,"{""RefId"": ""O-39_R-46"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-625""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-39_R-46,P-07BC-0_GA-625,2054,On/Off 4,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-39_R-46,,,,"{""RefId"": ""O-39_R-46"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-625""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-39_R-46,P-07BC-0_GA-625,2054,On/Off 4,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-39_R-46,,,,"{""RefId"": ""O-39_R-46"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-625""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-39_R-46,P-07BC-0_GA-625,2054,On/Off 4,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-39_R-46,,,,"{""RefId"": ""O-39_R-46"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-625""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-40_R-48,P-07BC-0_GA-626,2055,On/Off 4 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-40_R-48,,,,"{""RefId"": ""O-40_R-48"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-626""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-40_R-48,P-07BC-0_GA-626,2055,On/Off 4 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-40_R-48,,,,"{""RefId"": ""O-40_R-48"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-626""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-40_R-48,P-07BC-0_GA-626,2055,On/Off 4 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-40_R-48,,,,"{""RefId"": ""O-40_R-48"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-626""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-40_R-48,P-07BC-0_GA-626,2055,On/Off 4 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-40_R-48,,,,"{""RefId"": ""O-40_R-48"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-626""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-40_R-48,P-07BC-0_GA-626,2055,On/Off 4 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-40_R-48,,,,"{""RefId"": ""O-40_R-48"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-626""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-50_R-59,P-07BC-0_GA-627,2056,On/Off 5,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-50_R-59,,,,"{""RefId"": ""O-50_R-59"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-627""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-50_R-59,P-07BC-0_GA-627,2056,On/Off 5,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-50_R-59,,,,"{""RefId"": ""O-50_R-59"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-627""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-50_R-59,P-07BC-0_GA-627,2056,On/Off 5,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-50_R-59,,,,"{""RefId"": ""O-50_R-59"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-627""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-50_R-59,P-07BC-0_GA-627,2056,On/Off 5,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-50_R-59,,,,"{""RefId"": ""O-50_R-59"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-627""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-50_R-59,P-07BC-0_GA-627,2056,On/Off 5,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-50_R-59,,,,"{""RefId"": ""O-50_R-59"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-627""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-51_R-61,P-07BC-0_GA-628,2057,On/Off 5 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-51_R-61,,,,"{""RefId"": ""O-51_R-61"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-628""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-51_R-61,P-07BC-0_GA-628,2057,On/Off 5 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-51_R-61,,,,"{""RefId"": ""O-51_R-61"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-628""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-51_R-61,P-07BC-0_GA-628,2057,On/Off 5 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-51_R-61,,,,"{""RefId"": ""O-51_R-61"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-628""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-51_R-61,P-07BC-0_GA-628,2057,On/Off 5 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-51_R-61,,,,"{""RefId"": ""O-51_R-61"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-628""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-51_R-61,P-07BC-0_GA-628,2057,On/Off 5 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-51_R-61,,,,"{""RefId"": ""O-51_R-61"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-628""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-61_R-72,P-07BC-0_GA-629,2058,On/Off 6,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-61_R-72,,,,"{""RefId"": ""O-61_R-72"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-629""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-61_R-72,P-07BC-0_GA-629,2058,On/Off 6,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-61_R-72,,,,"{""RefId"": ""O-61_R-72"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-629""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-61_R-72,P-07BC-0_GA-629,2058,On/Off 6,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-61_R-72,,,,"{""RefId"": ""O-61_R-72"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-629""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-61_R-72,P-07BC-0_GA-629,2058,On/Off 6,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-61_R-72,,,,"{""RefId"": ""O-61_R-72"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-629""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-61_R-72,P-07BC-0_GA-629,2058,On/Off 6,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-61_R-72,,,,"{""RefId"": ""O-61_R-72"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-629""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-62_R-74,P-07BC-0_GA-630,2059,On/Off 6 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-62_R-74,,,,"{""RefId"": ""O-62_R-74"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-630""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-62_R-74,P-07BC-0_GA-630,2059,On/Off 6 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-62_R-74,,,,"{""RefId"": ""O-62_R-74"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-630""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-62_R-74,P-07BC-0_GA-630,2059,On/Off 6 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-62_R-74,,,,"{""RefId"": ""O-62_R-74"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-630""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-62_R-74,P-07BC-0_GA-630,2059,On/Off 6 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-62_R-74,,,,"{""RefId"": ""O-62_R-74"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-630""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-62_R-74,P-07BC-0_GA-630,2059,On/Off 6 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-62_R-74,,,,"{""RefId"": ""O-62_R-74"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-630""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-72_R-85,P-07BC-0_GA-631,2060,On/Off 7,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-72_R-85,,,,"{""RefId"": ""O-72_R-85"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-631""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-72_R-85,P-07BC-0_GA-631,2060,On/Off 7,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-72_R-85,,,,"{""RefId"": ""O-72_R-85"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-631""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-72_R-85,P-07BC-0_GA-631,2060,On/Off 7,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-72_R-85,,,,"{""RefId"": ""O-72_R-85"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-631""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-72_R-85,P-07BC-0_GA-631,2060,On/Off 7,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-72_R-85,,,,"{""RefId"": ""O-72_R-85"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-631""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-72_R-85,P-07BC-0_GA-631,2060,On/Off 7,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-72_R-85,,,,"{""RefId"": ""O-72_R-85"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-631""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-73_R-87,P-07BC-0_GA-632,2061,On/Off 7 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-73_R-87,,,,"{""RefId"": ""O-73_R-87"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-632""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-73_R-87,P-07BC-0_GA-632,2061,On/Off 7 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-73_R-87,,,,"{""RefId"": ""O-73_R-87"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-632""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-73_R-87,P-07BC-0_GA-632,2061,On/Off 7 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-73_R-87,,,,"{""RefId"": ""O-73_R-87"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-632""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-73_R-87,P-07BC-0_GA-632,2061,On/Off 7 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-73_R-87,,,,"{""RefId"": ""O-73_R-87"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-632""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-73_R-87,P-07BC-0_GA-632,2061,On/Off 7 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-73_R-87,,,,"{""RefId"": ""O-73_R-87"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-632""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-83_R-98,P-07BC-0_GA-633,2062,On/Off 8,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-83_R-98,,,,"{""RefId"": ""O-83_R-98"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-633""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-83_R-98,P-07BC-0_GA-633,2062,On/Off 8,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-83_R-98,,,,"{""RefId"": ""O-83_R-98"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-633""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-83_R-98,P-07BC-0_GA-633,2062,On/Off 8,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-83_R-98,,,,"{""RefId"": ""O-83_R-98"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-633""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-83_R-98,P-07BC-0_GA-633,2062,On/Off 8,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-83_R-98,,,,"{""RefId"": ""O-83_R-98"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-633""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-83_R-98,P-07BC-0_GA-633,2062,On/Off 8,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-83_R-98,,,,"{""RefId"": ""O-83_R-98"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-633""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-84_R-100,P-07BC-0_GA-634,2063,On/Off 8 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-84_R-100,,,,"{""RefId"": ""O-84_R-100"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-634""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-84_R-100,P-07BC-0_GA-634,2063,On/Off 8 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-84_R-100,,,,"{""RefId"": ""O-84_R-100"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-634""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-84_R-100,P-07BC-0_GA-634,2063,On/Off 8 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-84_R-100,,,,"{""RefId"": ""O-84_R-100"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-634""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-84_R-100,P-07BC-0_GA-634,2063,On/Off 8 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-84_R-100,,,,"{""RefId"": ""O-84_R-100"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-634""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-84_R-100,P-07BC-0_GA-634,2063,On/Off 8 Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-84_R-100,,,,"{""RefId"": ""O-84_R-100"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-634""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-271_R-2743,P-07BC-0_GA-621,2050,Stop Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-271_R-2743,,,,"{""RefId"": ""O-271_R-2743"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-621""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-271_R-2743,P-07BC-0_GA-621,2050,Stop Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-271_R-2743,,,,"{""RefId"": ""O-271_R-2743"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-621""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-271_R-2743,P-07BC-0_GA-621,2050,Stop Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-271_R-2743,,,,"{""RefId"": ""O-271_R-2743"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-621""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-271_R-2743,P-07BC-0_GA-621,2050,Stop Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-271_R-2743,,,,"{""RefId"": ""O-271_R-2743"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-621""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-270_R-2741,P-07BC-0_GA-619,2048,Move Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-270_R-2741,,,,"{""RefId"": ""O-270_R-2741"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-619""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-270_R-2741,P-07BC-0_GA-619,2048,Move Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-270_R-2741,,,,"{""RefId"": ""O-270_R-2741"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-619""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-270_R-2741,P-07BC-0_GA-619,2048,Move Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-270_R-2741,,,,"{""RefId"": ""O-270_R-2741"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-619""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-270_R-2741,P-07BC-0_GA-619,2048,Move Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-270_R-2741,,,,"{""RefId"": ""O-270_R-2741"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-619""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-282_R-2752,P-07BC-0_GA-622,2051,Stop Garage Info,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-282_R-2752,,,,"{""RefId"": ""O-282_R-2752"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-622""}"
P-07BC-0_DI-14,4,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-283_R-2753,P-07BC-0_GA-619,2048,Move Garage,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-283_R-2753,,,,"{""RefId"": ""O-283_R-2753"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-619""}"
P-07BC-0_DI-15,5,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-6_R-7,P-07BC-0_GA-635,2064,On/Off 9,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-6_R-7,,,,"{""RefId"": ""O-6_R-7"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-635""}"
P-07BC-0_DI-15,5,,M-0071_H-ZIOMB8V4-0_P-ZIOMB8V4,Relay actuator 8-channel,CH-79,O-6_R-7,P-07BC-0_GA-635,2064,On/Off 9,DPST-1-6,P-07BC/0.xml,ComObjectInstanceRef,O-6_R-7,,,,"{""RefId"": ""O-6_R-7"", ""ChannelId"": ""CH-79"", ""Links"": ""GA-635""}"
