GroupAddressId,RawAddress,Name,DatapointType,GroupRangeId,GroupRangeName,Attributes
P-07BC-0_GA-745,2174,On/Off 64,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-745"", ""Address"": ""2174"", ""Name"": ""On/Off 64"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""773""}"
P-07BC-0_GA-746,2175,On/Off 64 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-746"", ""Address"": ""2175"", ""Name"": ""On/Off 64 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""774""}"
P-07BC-0_GA-747,2176,On/Off 65,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-747"", ""Address"": ""2176"", ""Name"": ""On/Off 65"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""775""}"
P-07BC-0_GA-748,2177,On/Off 65 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-748"", ""Address"": ""2177"", ""Name"": ""On/Off 65 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""776""}"
P-07BC-0_GA-749,2178,On/Off 66,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-749"", ""Address"": ""2178"", ""Name"": ""On/Off 66"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""777""}"
P-07BC-0_GA-750,2179,On/Off 66 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-750"", ""Address"": ""2179"", ""Name"": ""On/Off 66 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""778""}"
P-07BC-0_GA-751,2180,On/Off 67,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-751"", ""Address"": ""2180"", ""Name"": ""On/Off 67"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""779""}"
P-07BC-0_GA-752,2181,On/Off 67 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-752"", ""Address"": ""2181"", ""Name"": ""On/Off 67 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""780""}"
P-07BC-0_GA-753,2182,On/Off 68,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-753"", ""Address"": ""2182"", ""Name"": ""On/Off 68"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""781""}"
P-07BC-0_GA-754,2183,On/Off 68 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-754"", ""Address"": ""2183"", ""Name"": ""On/Off 68 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""782""}"
P-07BC-0_GA-755,2184,On/Off 69,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-755"", ""Address"": ""2184"", ""Name"": ""On/Off 69"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""783""}"
P-07BC-0_GA-756,2185,On/Off 69 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-756"", ""Address"": ""2185"", ""Name"": ""On/Off 69 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""784""}"
P-07BC-0_GA-757,2186,On/Off 70,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-757"", ""Address"": ""2186"", ""Name"": ""On/Off 70"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""785""}"
P-07BC-0_GA-758,2187,On/Off 70 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-758"", ""Address"": ""2187"", ""Name"": ""On/Off 70 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""786""}"
P-07BC-0_GA-759,2188,On/Off 71,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-759"", ""Address"": ""2188"", ""Name"": ""On/Off 71"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""787""}"
P-07BC-0_GA-760,2189,On/Off 71 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-760"", ""Address"": ""2189"", ""Name"": ""On/Off 71 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""788""}"
P-07BC-0_GA-761,2190,On/Off 72,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-761"", ""Address"": ""2190"", ""Name"": ""On/Off 72"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""789""}"
P-07BC-0_GA-762,2191,On/Off 72 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-762"", ""Address"": ""2191"", ""Name"": ""On/Off 72 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""790""}"
P-07BC-0_GA-763,2304,D64 Dimming Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-763"", ""Address"": ""2304"", ""Name"": ""D64 Dimming Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""792""}"
P-07BC-0_GA-764,2305,D1 ON/Off,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-764"", ""Address"": ""2305"", ""Name"": ""D1 ON/Off"", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""793""}"
P-07BC-0_GA-765,2306,D1 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-765"", ""Address"": ""2306"", ""Name"": ""D1 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""794""}"
P-07BC-0_GA-766,2307,D1 Dimming  ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-766"", ""Address"": ""2307"", ""Name"": ""D1 Dimming  "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""795""}"
P-07BC-0_GA-767,2308,D1 Dimming  Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-767"", ""Address"": ""2308"", ""Name"": ""D1 Dimming  Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""796""}"
P-07BC-0_GA-768,2309,D2 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-768"", ""Address"": ""2309"", ""Name"": ""D2 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""797""}"
P-07BC-0_GA-769,2310,D2 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-769"", ""Address"": ""2310"", ""Name"": ""D2 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""798""}"
P-07BC-0_GA-770,2311,D2 Dimming  ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-770"", ""Address"": ""2311"", ""Name"": ""D2 Dimming  "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""799""}"
P-07BC-0_GA-771,2312,D2 Dimming  Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-771"", ""Address"": ""2312"", ""Name"": ""D2 Dimming  Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""800""}"
P-07BC-0_GA-772,2313,D3 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-772"", ""Address"": ""2313"", ""Name"": ""D3 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""801""}"
P-07BC-0_GA-773,2314,D3 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-773"", ""Address"": ""2314"", ""Name"": ""D3 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""802""}"
P-07BC-0_GA-774,2315,D3 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-774"", ""Address"": ""2315"", ""Name"": ""D3 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""803""}"
P-07BC-0_GA-775,2316,D3 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-775"", ""Address"": ""2316"", ""Name"": ""D3 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""804""}"
P-07BC-0_GA-776,2317,D4 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-776"", ""Address"": ""2317"", ""Name"": ""D4 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""805""}"
P-07BC-0_GA-777,2318,D4 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-777"", ""Address"": ""2318"", ""Name"": ""D4 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""806""}"
P-07BC-0_GA-778,2319,D4 Dimmimg ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-778"", ""Address"": ""2319"", ""Name"": ""D4 Dimmimg "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""807""}"
P-07BC-0_GA-779,2320,D4 Dimmimg Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-779"", ""Address"": ""2320"", ""Name"": ""D4 Dimmimg Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""808""}"
P-07BC-0_GA-780,2321,D5 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-780"", ""Address"": ""2321"", ""Name"": ""D5 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""809""}"
P-07BC-0_GA-781,2322,D5 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-781"", ""Address"": ""2322"", ""Name"": ""D5 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""810""}"
P-07BC-0_GA-782,2323,D5 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-782"", ""Address"": ""2323"", ""Name"": ""D5 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""811""}"
P-07BC-0_GA-783,2324,D5 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-783"", ""Address"": ""2324"", ""Name"": ""D5 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""812""}"
P-07BC-0_GA-784,2325,D6 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-784"", ""Address"": ""2325"", ""Name"": ""D6 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""813""}"
P-07BC-0_GA-785,2326,D6 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-785"", ""Address"": ""2326"", ""Name"": ""D6 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""814""}"
P-07BC-0_GA-786,2327,D6 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-786"", ""Address"": ""2327"", ""Name"": ""D6 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""815""}"
P-07BC-0_GA-787,2328,D6 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-787"", ""Address"": ""2328"", ""Name"": ""D6 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""816""}"
P-07BC-0_GA-788,2329,D7 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-788"", ""Address"": ""2329"", ""Name"": ""D7 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""817""}"
P-07BC-0_GA-789,2330,D7 ON/Off  Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-789"", ""Address"": ""2330"", ""Name"": ""D7 ON/Off  Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""818""}"
P-07BC-0_GA-790,2331,D7 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-790"", ""Address"": ""2331"", ""Name"": ""D7 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""819""}"
P-07BC-0_GA-791,2332,D7 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-791"", ""Address"": ""2332"", ""Name"": ""D7 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""820""}"
P-07BC-0_GA-792,2333,D8 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-792"", ""Address"": ""2333"", ""Name"": ""D8 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""821""}"
P-07BC-0_GA-793,2334,D8 ON/Off Info,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-793"", ""Address"": ""2334"", ""Name"": ""D8 ON/Off Info"", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""822""}"
P-07BC-0_GA-794,2335,D8 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-794"", ""Address"": ""2335"", ""Name"": ""D8 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""823""}"
P-07BC-0_GA-795,2336,D8 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-795"", ""Address"": ""2336"", ""Name"": ""D8 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""824""}"
P-07BC-0_GA-796,2337,D9 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-796"", ""Address"": ""2337"", ""Name"": ""D9 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""825""}"
P-07BC-0_GA-797,2338,D9 ON/Off  Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-797"", ""Address"": ""2338"", ""Name"": ""D9 ON/Off  Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""826""}"
P-07BC-0_GA-798,2339,D9 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-798"", ""Address"": ""2339"", ""Name"": ""D9 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""827""}"
P-07BC-0_GA-799,2340,D9 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-799"", ""Address"": ""2340"", ""Name"": ""D9 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""828""}"
P-07BC-0_GA-800,2341,D10 ON/Off  ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-800"", ""Address"": ""2341"", ""Name"": ""D10 ON/Off  "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""829""}"
P-07BC-0_GA-801,2342,D10 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-801"", ""Address"": ""2342"", ""Name"": ""D10 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""830""}"
P-07BC-0_GA-802,2343,D10 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-802"", ""Address"": ""2343"", ""Name"": ""D10 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""831""}"
P-07BC-0_GA-803,2344,D10 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-803"", ""Address"": ""2344"", ""Name"": ""D10 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""832""}"
P-07BC-0_GA-804,2345,D11 ON/Off  ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-804"", ""Address"": ""2345"", ""Name"": ""D11 ON/Off  "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""833""}"
P-07BC-0_GA-805,2346,D11 ON/Off  Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-805"", ""Address"": ""2346"", ""Name"": ""D11 ON/Off  Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""834""}"
P-07BC-0_GA-806,2347,D11 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-806"", ""Address"": ""2347"", ""Name"": ""D11 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""835""}"
P-07BC-0_GA-807,2348,D11 Dimmimg Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-807"", ""Address"": ""2348"", ""Name"": ""D11 Dimmimg Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""836""}"
P-07BC-0_GA-808,2349,D12 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-808"", ""Address"": ""2349"", ""Name"": ""D12 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""837""}"
P-07BC-0_GA-809,2350,D12 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-809"", ""Address"": ""2350"", ""Name"": ""D12 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""838""}"
P-07BC-0_GA-810,2351,D12 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-810"", ""Address"": ""2351"", ""Name"": ""D12 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""839""}"
P-07BC-0_GA-811,2352,D12 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-811"", ""Address"": ""2352"", ""Name"": ""D12 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""840""}"
P-07BC-0_GA-812,2353,D13 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-812"", ""Address"": ""2353"", ""Name"": ""D13 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""841""}"
P-07BC-0_GA-813,2354,D13 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-813"", ""Address"": ""2354"", ""Name"": ""D13 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""842""}"
P-07BC-0_GA-814,2355,D13 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-814"", ""Address"": ""2355"", ""Name"": ""D13 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""843""}"
P-07BC-0_GA-815,2356,D13 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-815"", ""Address"": ""2356"", ""Name"": ""D13 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""844""}"
P-07BC-0_GA-816,2357,D14 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-816"", ""Address"": ""2357"", ""Name"": ""D14 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""845""}"
P-07BC-0_GA-817,2358,D14 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-817"", ""Address"": ""2358"", ""Name"": ""D14 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""846""}"
P-07BC-0_GA-818,2359,D14 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-818"", ""Address"": ""2359"", ""Name"": ""D14 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""847""}"
P-07BC-0_GA-819,2360,D14 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-819"", ""Address"": ""2360"", ""Name"": ""D14 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""848""}"
P-07BC-0_GA-820,2361,D15 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-820"", ""Address"": ""2361"", ""Name"": ""D15 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""849""}"
P-07BC-0_GA-821,2362,D15 ON/Off Info,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-821"", ""Address"": ""2362"", ""Name"": ""D15 ON/Off Info"", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""850""}"
P-07BC-0_GA-822,2363,D15 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-822"", ""Address"": ""2363"", ""Name"": ""D15 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""851""}"
P-07BC-0_GA-823,2364,D15 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-823"", ""Address"": ""2364"", ""Name"": ""D15 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""852""}"
P-07BC-0_GA-824,2365,D16 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-824"", ""Address"": ""2365"", ""Name"": ""D16 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""853""}"
P-07BC-0_GA-825,2366,D16 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-825"", ""Address"": ""2366"", ""Name"": ""D16 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""854""}"
P-07BC-0_GA-826,2367,D16 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-826"", ""Address"": ""2367"", ""Name"": ""D16 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""855""}"
P-07BC-0_GA-827,2368,D16 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-827"", ""Address"": ""2368"", ""Name"": ""D16 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""856""}"
P-07BC-0_GA-828,2369,D17 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-828"", ""Address"": ""2369"", ""Name"": ""D17 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""857""}"
P-07BC-0_GA-829,2370,D17 ON/Off Info,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-829"", ""Address"": ""2370"", ""Name"": ""D17 ON/Off Info"", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""858""}"
P-07BC-0_GA-830,2371,D17 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-830"", ""Address"": ""2371"", ""Name"": ""D17 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""859""}"
P-07BC-0_GA-831,2372,D17 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-831"", ""Address"": ""2372"", ""Name"": ""D17 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""860""}"
P-07BC-0_GA-832,2373,D18 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-832"", ""Address"": ""2373"", ""Name"": ""D18 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""861""}"
P-07BC-0_GA-833,2374,D18 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-833"", ""Address"": ""2374"", ""Name"": ""D18 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""862""}"
P-07BC-0_GA-834,2375,D18 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-834"", ""Address"": ""2375"", ""Name"": ""D18 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""863""}"
P-07BC-0_GA-835,2376,D18 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-835"", ""Address"": ""2376"", ""Name"": ""D18 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""864""}"
P-07BC-0_GA-836,2377,D19 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-836"", ""Address"": ""2377"", ""Name"": ""D19 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""865""}"
P-07BC-0_GA-837,2378,D19 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-837"", ""Address"": ""2378"", ""Name"": ""D19 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""866""}"
P-07BC-0_GA-838,2379,D19 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-838"", ""Address"": ""2379"", ""Name"": ""D19 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""867""}"
P-07BC-0_GA-839,2380,D19 Dimming Info ,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-839"", ""Address"": ""2380"", ""Name"": ""D19 Dimming Info "", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""868""}"
P-07BC-0_GA-840,2381,D20 ON/Off ,DPST-1-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-840"", ""Address"": ""2381"", ""Name"": ""D20 ON/Off "", ""DatapointType"": ""DPST-1-1"", ""Puid"": ""869""}"
P-07BC-0_GA-841,2382,D20 ON/Off Info ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-841"", ""Address"": ""2382"", ""Name"": ""D20 ON/Off Info "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""870""}"
P-07BC-0_GA-842,2383,D20 Dimming ,DPST-5-1,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-842"", ""Address"": ""2383"", ""Name"": ""D20 Dimming "", ""DatapointType"": ""DPST-5-1"", ""Puid"": ""871""}"
P-07BC-0_GA-843,2384,D20 Dimming Info,DPST-3-7,P-07BC-0_GR-9,Dali,"{""Id"": ""P-07BC-0_GA-843"", ""Address"": ""2384"", ""Name"": ""D20 Dimming Info"", ""DatapointType"": ""DPST-3-7"", ""Puid"": ""872""}"
