GroupAddressId,RawAddress,Name,DatapointType,GroupRangeId,GroupRangeName,Attributes
P-07BC-0_GA-647,2076,On/Off 15,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-647"", ""Address"": ""2076"", ""Name"": ""On/Off 15"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""675""}"
P-07BC-0_GA-648,2077,On/Off 15 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-648"", ""Address"": ""2077"", ""Name"": ""On/Off 15 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""676""}"
P-07BC-0_GA-649,2078,On/Off 16,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-649"", ""Address"": ""2078"", ""Name"": ""On/Off 16"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""677""}"
P-07BC-0_GA-650,2079,On/Off 16 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-650"", ""Address"": ""2079"", ""Name"": ""On/Off 16 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""678""}"
P-07BC-0_GA-651,2080,On/Off 17,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-651"", ""Address"": ""2080"", ""Name"": ""On/Off 17"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""679""}"
P-07BC-0_GA-652,2081,On/Off 17 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-652"", ""Address"": ""2081"", ""Name"": ""On/Off 17 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""680""}"
P-07BC-0_GA-653,2082,On/Off 18 ,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-653"", ""Address"": ""2082"", ""Name"": ""On/Off 18 "", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""681""}"
P-07BC-0_GA-654,2083,On/Off 18 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-654"", ""Address"": ""2083"", ""Name"": ""On/Off 18 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""682""}"
P-07BC-0_GA-655,2084,On/Off 19,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-655"", ""Address"": ""2084"", ""Name"": ""On/Off 19"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""683""}"
P-07BC-0_GA-656,2085,On/Off 19 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-656"", ""Address"": ""2085"", ""Name"": ""On/Off 19 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""684""}"
P-07BC-0_GA-657,2086,On/Off 20,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-657"", ""Address"": ""2086"", ""Name"": ""On/Off 20"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""685""}"
P-07BC-0_GA-658,2087,On/Off 20 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-658"", ""Address"": ""2087"", ""Name"": ""On/Off 20 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""686""}"
P-07BC-0_GA-659,2088,On/Off 21,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-659"", ""Address"": ""2088"", ""Name"": ""On/Off 21"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""687""}"
P-07BC-0_GA-660,2089,On/Off 21 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-660"", ""Address"": ""2089"", ""Name"": ""On/Off 21 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""688""}"
P-07BC-0_GA-661,2090,On/Off 22,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-661"", ""Address"": ""2090"", ""Name"": ""On/Off 22"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""689""}"
P-07BC-0_GA-662,2091,On/Off 22 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-662"", ""Address"": ""2091"", ""Name"": ""On/Off 22 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""690""}"
P-07BC-0_GA-663,2092,On/Off 23,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-663"", ""Address"": ""2092"", ""Name"": ""On/Off 23"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""691""}"
P-07BC-0_GA-664,2093,On/Off 23 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-664"", ""Address"": ""2093"", ""Name"": ""On/Off 23 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""692""}"
P-07BC-0_GA-665,2094,On/Off 24,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-665"", ""Address"": ""2094"", ""Name"": ""On/Off 24"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""693""}"
P-07BC-0_GA-666,2095,On/Off 24 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-666"", ""Address"": ""2095"", ""Name"": ""On/Off 24 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""694""}"
P-07BC-0_GA-667,2096,On/Off 25,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-667"", ""Address"": ""2096"", ""Name"": ""On/Off 25"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""695""}"
P-07BC-0_GA-668,2097,On/Off 25 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-668"", ""Address"": ""2097"", ""Name"": ""On/Off 25 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""696""}"
P-07BC-0_GA-669,2098,On/Off 26,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-669"", ""Address"": ""2098"", ""Name"": ""On/Off 26"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""697""}"
P-07BC-0_GA-670,2099,On/Off 26 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-670"", ""Address"": ""2099"", ""Name"": ""On/Off 26 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""698""}"
P-07BC-0_GA-671,2100,On/Off 27,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-671"", ""Address"": ""2100"", ""Name"": ""On/Off 27"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""699""}"
P-07BC-0_GA-672,2101,On/Off 27 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-672"", ""Address"": ""2101"", ""Name"": ""On/Off 27 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""700""}"
P-07BC-0_GA-673,2102,On/Off 28,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-673"", ""Address"": ""2102"", ""Name"": ""On/Off 28"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""701""}"
P-07BC-0_GA-674,2103,On/Off 28 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-674"", ""Address"": ""2103"", ""Name"": ""On/Off 28 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""702""}"
P-07BC-0_GA-675,2104,On/Off 29,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-675"", ""Address"": ""2104"", ""Name"": ""On/Off 29"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""703""}"
P-07BC-0_GA-676,2105,On/Off 29 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-676"", ""Address"": ""2105"", ""Name"": ""On/Off 29 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""704""}"
P-07BC-0_GA-677,2106,On/Off 30,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-677"", ""Address"": ""2106"", ""Name"": ""On/Off 30"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""705""}"
P-07BC-0_GA-678,2107,On/Off 30 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-678"", ""Address"": ""2107"", ""Name"": ""On/Off 30 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""706""}"
P-07BC-0_GA-679,2108,On/Off 31,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-679"", ""Address"": ""2108"", ""Name"": ""On/Off 31"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""707""}"
P-07BC-0_GA-680,2109,On/Off 31 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-680"", ""Address"": ""2109"", ""Name"": ""On/Off 31 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""708""}"
P-07BC-0_GA-681,2110,On/Off 32,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-681"", ""Address"": ""2110"", ""Name"": ""On/Off 32"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""709""}"
P-07BC-0_GA-682,2111,On/Off 32 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-682"", ""Address"": ""2111"", ""Name"": ""On/Off 32 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""710""}"
P-07BC-0_GA-683,2112,On/Off 33,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-683"", ""Address"": ""2112"", ""Name"": ""On/Off 33"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""711""}"
P-07BC-0_GA-684,2113,On/Off 33 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-684"", ""Address"": ""2113"", ""Name"": ""On/Off 33 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""712""}"
P-07BC-0_GA-685,2114,On/Off 34,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-685"", ""Address"": ""2114"", ""Name"": ""On/Off 34"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""713""}"
P-07BC-0_GA-686,2115,On/Off 34 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-686"", ""Address"": ""2115"", ""Name"": ""On/Off 34 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""714""}"
P-07BC-0_GA-687,2116,On/Off 35,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-687"", ""Address"": ""2116"", ""Name"": ""On/Off 35"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""715""}"
P-07BC-0_GA-688,2117,On/Off 35 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-688"", ""Address"": ""2117"", ""Name"": ""On/Off 35 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""716""}"
P-07BC-0_GA-689,2118,On/Off 36,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-689"", ""Address"": ""2118"", ""Name"": ""On/Off 36"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""717""}"
P-07BC-0_GA-690,2119,On/Off 36 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-690"", ""Address"": ""2119"", ""Name"": ""On/Off 36 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""718""}"
P-07BC-0_GA-691,2120,On/Off 37,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-691"", ""Address"": ""2120"", ""Name"": ""On/Off 37"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""719""}"
P-07BC-0_GA-692,2121,On/Off 37 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-692"", ""Address"": ""2121"", ""Name"": ""On/Off 37 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""720""}"
P-07BC-0_GA-693,2122,On/Off 38,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-693"", ""Address"": ""2122"", ""Name"": ""On/Off 38"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""721""}"
P-07BC-0_GA-694,2123,On/Off 38 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-694"", ""Address"": ""2123"", ""Name"": ""On/Off 38 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""722""}"
P-07BC-0_GA-695,2124,On/Off 39,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-695"", ""Address"": ""2124"", ""Name"": ""On/Off 39"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""723""}"
P-07BC-0_GA-696,2125,On/Off 39 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-696"", ""Address"": ""2125"", ""Name"": ""On/Off 39 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""724""}"
P-07BC-0_GA-697,2126,On/Off 40,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-697"", ""Address"": ""2126"", ""Name"": ""On/Off 40"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""725""}"
P-07BC-0_GA-698,2127,On/Off 40 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-698"", ""Address"": ""2127"", ""Name"": ""On/Off 40 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""726""}"
P-07BC-0_GA-699,2128,On/Off 41,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-699"", ""Address"": ""2128"", ""Name"": ""On/Off 41"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""727""}"
P-07BC-0_GA-700,2129,On/Off 41 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-700"", ""Address"": ""2129"", ""Name"": ""On/Off 41 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""728""}"
P-07BC-0_GA-701,2130,On/Off 42,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-701"", ""Address"": ""2130"", ""Name"": ""On/Off 42"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""729""}"
P-07BC-0_GA-702,2131,On/Off 42 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-702"", ""Address"": ""2131"", ""Name"": ""On/Off 42 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""730""}"
P-07BC-0_GA-703,2132,On/Off 43,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-703"", ""Address"": ""2132"", ""Name"": ""On/Off 43"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""731""}"
P-07BC-0_GA-704,2133,On/Off 43 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-704"", ""Address"": ""2133"", ""Name"": ""On/Off 43 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""732""}"
P-07BC-0_GA-705,2134,On/Off 44,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-705"", ""Address"": ""2134"", ""Name"": ""On/Off 44"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""733""}"
P-07BC-0_GA-706,2135,On/Off 44 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-706"", ""Address"": ""2135"", ""Name"": ""On/Off 44 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""734""}"
P-07BC-0_GA-707,2136,On/Off 45,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-707"", ""Address"": ""2136"", ""Name"": ""On/Off 45"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""735""}"
P-07BC-0_GA-708,2137,On/Off 45 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-708"", ""Address"": ""2137"", ""Name"": ""On/Off 45 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""736""}"
P-07BC-0_GA-709,2138,On/Off 46,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-709"", ""Address"": ""2138"", ""Name"": ""On/Off 46"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""737""}"
P-07BC-0_GA-710,2139,On/Off 46 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-710"", ""Address"": ""2139"", ""Name"": ""On/Off 46 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""738""}"
P-07BC-0_GA-711,2140,On/Off 47,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-711"", ""Address"": ""2140"", ""Name"": ""On/Off 47"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""739""}"
P-07BC-0_GA-712,2141,On/Off 47 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-712"", ""Address"": ""2141"", ""Name"": ""On/Off 47 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""740""}"
P-07BC-0_GA-713,2142,On/Off 48,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-713"", ""Address"": ""2142"", ""Name"": ""On/Off 48"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""741""}"
P-07BC-0_GA-714,2143,On/Off 48 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-714"", ""Address"": ""2143"", ""Name"": ""On/Off 48 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""742""}"
P-07BC-0_GA-715,2144,On/Off 49,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-715"", ""Address"": ""2144"", ""Name"": ""On/Off 49"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""743""}"
P-07BC-0_GA-716,2145,On/Off 49 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-716"", ""Address"": ""2145"", ""Name"": ""On/Off 49 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""744""}"
P-07BC-0_GA-717,2146,On/Off 50,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-717"", ""Address"": ""2146"", ""Name"": ""On/Off 50"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""745""}"
P-07BC-0_GA-718,2147,On/Off 50 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-718"", ""Address"": ""2147"", ""Name"": ""On/Off 50 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""746""}"
P-07BC-0_GA-719,2148,On/Off 51,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-719"", ""Address"": ""2148"", ""Name"": ""On/Off 51"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""747""}"
P-07BC-0_GA-720,2149,On/Off 51 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-720"", ""Address"": ""2149"", ""Name"": ""On/Off 51 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""748""}"
P-07BC-0_GA-721,2150,On/Off 52,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-721"", ""Address"": ""2150"", ""Name"": ""On/Off 52"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""749""}"
P-07BC-0_GA-722,2151,On/Off 52 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-722"", ""Address"": ""2151"", ""Name"": ""On/Off 52 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""750""}"
P-07BC-0_GA-723,2152,On/Off 53,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-723"", ""Address"": ""2152"", ""Name"": ""On/Off 53"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""751""}"
P-07BC-0_GA-724,2153,On/Off 53 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-724"", ""Address"": ""2153"", ""Name"": ""On/Off 53 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""752""}"
P-07BC-0_GA-725,2154,On/Off 54,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-725"", ""Address"": ""2154"", ""Name"": ""On/Off 54"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""753""}"
P-07BC-0_GA-726,2155,On/Off 54 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-726"", ""Address"": ""2155"", ""Name"": ""On/Off 54 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""754""}"
P-07BC-0_GA-727,2156,On/Off 55,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-727"", ""Address"": ""2156"", ""Name"": ""On/Off 55"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""755""}"
P-07BC-0_GA-728,2157,On/Off 55 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-728"", ""Address"": ""2157"", ""Name"": ""On/Off 55 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""756""}"
P-07BC-0_GA-729,2158,On/Off 56,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-729"", ""Address"": ""2158"", ""Name"": ""On/Off 56"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""757""}"
P-07BC-0_GA-730,2159,On/Off 56 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-730"", ""Address"": ""2159"", ""Name"": ""On/Off 56 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""758""}"
P-07BC-0_GA-731,2160,On/Off 57,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-731"", ""Address"": ""2160"", ""Name"": ""On/Off 57"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""759""}"
P-07BC-0_GA-732,2161,On/Off 57 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-732"", ""Address"": ""2161"", ""Name"": ""On/Off 57 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""760""}"
P-07BC-0_GA-733,2162,On/Off 58,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-733"", ""Address"": ""2162"", ""Name"": ""On/Off 58"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""761""}"
P-07BC-0_GA-734,2163,On/Off 58 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-734"", ""Address"": ""2163"", ""Name"": ""On/Off 58 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""762""}"
P-07BC-0_GA-735,2164,On/Off 59,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-735"", ""Address"": ""2164"", ""Name"": ""On/Off 59"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""763""}"
P-07BC-0_GA-736,2165,On/Off 59 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-736"", ""Address"": ""2165"", ""Name"": ""On/Off 59 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""764""}"
P-07BC-0_GA-737,2166,On/Off 60,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-737"", ""Address"": ""2166"", ""Name"": ""On/Off 60"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""765""}"
P-07BC-0_GA-738,2167,On/Off 60 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-738"", ""Address"": ""2167"", ""Name"": ""On/Off 60 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""766""}"
P-07BC-0_GA-739,2168,On/Off 61,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-739"", ""Address"": ""2168"", ""Name"": ""On/Off 61"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""767""}"
P-07BC-0_GA-740,2169,On/Off 61 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-740"", ""Address"": ""2169"", ""Name"": ""On/Off 61 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""768""}"
P-07BC-0_GA-741,2170,On/Off 62 ,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-741"", ""Address"": ""2170"", ""Name"": ""On/Off 62 "", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""769""}"
P-07BC-0_GA-742,2171,On/Off 62 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-742"", ""Address"": ""2171"", ""Name"": ""On/Off 62 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""770""}"
P-07BC-0_GA-743,2172,On/Off 63,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-743"", ""Address"": ""2172"", ""Name"": ""On/Off 63"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""771""}"
P-07BC-0_GA-744,2173,On/Off 63 Info,DPST-1-6,P-07BC-0_GR-8,Main ON/OFF,"{""Id"": ""P-07BC-0_GA-744"", ""Address"": ""2173"", ""Name"": ""On/Off 63 Info"", ""DatapointType"": ""DPST-1-6"", ""Puid"": ""772""}"
